job_id,company_name,title,description,location,company_id,views,skills_desc,work_type,zip_code,fips,city,state
3895200332,messer americas,production coordinator,"job summary

the primary function of the production coordinator is to guide, delegate and supervise work tasks at the location. you will maintain the safe, efficient and reliable operation of a chemical manufacturing process in accordance with local, state, and federal regulations. you will implement preventative and corrective maintenance and reliability activities at the location.

why messer?

messer is the world’s largest privately held industrial gases company and what we do matters because it is woven into every part of life, from the medical gases that patients rely on to the essential elements needed to safely and sustainably produce the goods our communities depend on.

the true strength of messer is our people—at every level and in every role.

join us and take pride in the impact you will make by providing solutions essential to our world and lives. reach your highest potential at our stable, inclusive company with diverse opportunities in a growing industry, supported by people who care.

messer stands apart because we put what matters first, and you matter.

principal responsibilities

safety

understand and adhere to company safe work policies. apply the hazardous work permit (hwp) process, lockout-tagout (loto) and energy isolation procedures as required for company and contractor personnel. follow management of change (moc) procedures for all changes to process and operating procedures. oversee, provide guidance to and monitor contractors. lead and participate in operations, maintenance, and safety meetings. 

reliability and maintenance 

support plant inventory managementset up and safely operate all instruments and equipment necessary to perform assigned work. effectively prioritize and schedule all work activities. perform and document process and product analyzers calibration checks. instrumentation & controlsperform intermediate troubleshooting of instrumentation and control valves. electrical (once certified):perform basic troubleshooting of electrical systems. perform loto of electrical systems and confirm zero energy. mechanical (once certified):perform advanced troubleshooting of mechanical equipment (pumps, compressors). complete advanced mechanical equipment repairs, including invasive teardowns and rebuilds. 
process operation and efficiency

lead shutdowns, start-ups, derimes, and production state changes for plant(s) in area. utilize a computerized maintenance management system (cmms)(sap). troubleshoot process problems to identify equipment requiring maintenance. perform water treatment analysis and associated tasks. accept on-call duty and overtime as required. 

people / interpersonal

maintain open line of communication with manager and other stakeholders. excellent motivational skills that naturally engage others to follow. support new employees and entry-level technicians through coaching and mentoring. 

required skills

math - basic algebra, fractions/percentages, unit conversion. personal computer proficiency. interpersonal capabilities that will support team philosophy and plan. proficient in managing multiple projects simultaneously. ability to work alone. mechanical aptitude and ability to work with simple mechanic’s hand tools. knowledge of chemical manufacturing hazards. familiarity with common process equipment and their functions. understanding of basic electrical hazards and safety and skills in troubleshooting electrical systems, with support from subject matter experts. instrumentation: ability to troubleshoot 4-20 ma transmitter and electro-pneumatic control loops. ability to interpret engineering drawings including p&ids and pfds. able to navigate a documentation system to find relevant work instructions, forms, and supporting. capable of operating a forklift, and/or overhead crane, and/or man lift. electrical: ability to interpret electrical drawings including single-line diagrams. 

qualifications

hsd or gedcertificate in a technical discipline, two-year related degree or recent military training in a technical field is a plus. ten (10) years of relevant experience in a related process plant operations, maintenance, or reliability prefer advanced skills in an asu, co@ or on-site process plant. ideally, the candidate will also have skills in maintenance and troubleshooting in either process instrumentation and controls, electrical equipment or mechanical machinery. physically able to perform all duties required which may involve among other things, bending, stooping, kneeling, climbing ladders, and lifting and carrying loads of up to 50 lbs. ability to climb to heights 200 ft above grade and work effectively. valid driver's license with a good record. 

about messer

messer’s safety culture, commitment to providing dependable supply and innovative gas technology solutions help customers unlock opportunities to be safer, more sustainable, more productive and more efficient, so their business thrives. we nurture lasting, meaningful relationships with customers, our communities, and with one another.

we offer comprehensive benefits and appreciable pay, with steady schedules and opportunities for ongoing training and career progression. we prioritize and invest in our people at every level of our organization – the dedication, knowledge, customer focus and entrepreneurial spirit of our employees is what make messer refreshingly different.

if you need assistance with the application or would like to request accommodation, call (877) 243-1030.","south bend, in",19052015.0,3.0,,full_time,46601,18141,South Bend,IN
3891265249,west bend insurance company,claims manager,"recognized as a milwaukee journal sentinel top workplace for 12 consecutive years, including three years of being honored as number one! join us at west bend, where we believe that our associates are our greatest asset. we hire talented individuals who are conscientious, dedicated, customer focused, and able to build lasting relationships. we create and maintain an environment where you feel a sense of belonging and appreciation. your diversity of thought, experience, and knowledge are valued. we’re committed to fostering a welcoming culture, offering you opportunities for meaningful work and professional growth. more than a workplace, we celebrate our successes and take pride in serving our communities.

responsibilities & qualifications

summary of responsibilities

manage a team of senior level claim specialists and/or supporting technical staff. claims processed are primarily third party claims on our personal lines and commercial lines of business but could include all lines of business. oversee the investigation and settlement of all claims, litigated and non-litigated assigned to the team. provide advice and direction to claim representatives. responsible for the selection, training, development and performance of personnel as well as performance reviews, salary adjustments and promotions. handle special projects as assigned.

preferred experience and skills

3- 5 years of prior supervision of claims personnel7+ years of claims handling experience with at least 3 years of litigated file handlingability to lead, mentor and develop personnel. interpersonal skillsoral and written communicational skillsproficient in word and excel

preferred education and training

bachelor’s degree in business, insurance or related fieldcontinuing insurance educationinsurance designations: aic, aim, cpcu, scla

 eeo 

west bend provides equal employment opportunities to all associates and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

this policy applies to all terms and conditions of employment, including recruiting, hiring, placement, and promotion.","west bend, wi",20844.0,4.0,,full_time,53090,,West Bend,WI
3900980597,the job network,"clinical psychologist - lincoln, ne","mrg exams

providing disability assessments nationwide to serve our veterans

help military families – achieve work-life balance – make a difference

founded in 1998, mrg is a provider of independent medical exams for worker’s compensation, disability, and the veterans administration. find out more at mrgexams.com.

job overview

are you a licensed psychologist with a psyd, or ph.d. looking to take on an assessment role? are you interested in performing independent medical assessments vs. traditional patient care? would you find it rewarding to serve the veteran community? would you enjoy being able to review medical records and complete assessment questionnaires to help veterans?

description

we are looking for a licensed psychologist to perform medical assessments on united states veterans as part of the va’s disability benefits process.

in performing disability assessments, you will review behavioral health records electronically through a secure web portal and perform a comprehensive assessment in person on each veteran.

you will also complete disability benefits questionnaires (dbqs) through the web portal.

the licensed psychologist does not make disability determinations. the u.s. veterans administration makes all disability determinations, in part using the findings recorded in the dbqs.

this role only performs disability assessments on veterans. you will not treat, and you will not prescribe medication in this position.

licensed psychologist will review and assess 3 (sometimes 4) veterans per day on average.

licensed psychologist will be brought on as an independent contractor

schedule part-time- mon, tues, wed (8 am-5 pm)

this is an in-person position.

requirements

mrg exams is looking for a licensed psychologist who:

has a ph.d. or psy.d and has graduated from an apa accredited program/school. holds an active & unrestricted psychology license.

benefits

malpractice insurance covered by mrg health insurance options available. pandologic. keywords: clinical psychologist, location: lincoln, ne - 68503","lincoln, ne",167757.0,5.0,,part_time,68502,31109,Lincoln,NE
3889461078,we make change,corporate lawyer,"support a startup bridging the funding gap for small-scale farmers 🌽
farmhut aims to address the challenges faced by small-scale farmers in accessing finance and insurance services. many farmers lack a digital record of their farming activities, making it difficult for lenders to assess their creditworthiness. in addition, the high cost of traditional insurance products makes it difficult for farmers to protect their crops and livestock from natural disasters and other risks. farmhut provides accessible and customizable financial solutions for small-scale farmers through apis and tailored loan products. by leveraging technology and partnerships with financial institutions and insurance companies, farmhut helps farmers access financial services that were previously unavailable to them. through these efforts, farmhut aims to bridge the funding gap and improve financial inclusion for small-scale farmers, ultimately helping to alleviate poverty and promote sustainable agriculture. 🇿🇲
they are looking for a volunteer corporate lawyer to assist them in setting up their company in the united states. the ideal candidate will have a strong understanding of u.s. corporate law and the process of establishing a foreign company in the u.s. responsibilities include: provide legal advice on the process of setting up a company in the u.s. assist in preparing all necessary legal documents for the establishment of the company. ensure compliance with all federal, state, and local regulations. advise on the legal aspects of day-to-day operations, including contracts, negotiations, and partnerships. represent the company in any legal proceedings.volunteer 4-6 hours per week remotely for 6 months💻️if you want to make change happen, apply to volunteer with farmhut!",new york city metropolitan area,10903272.0,2.0,,volunteer,,,,NY
3904415712,cgi,passport support associate iii,"position description

cgi federal is looking for experienced support associates to support the seattle passport agency. the ideal candidates should possess excellent communication skills, have experience in working with customers in a front facing capacity, and have the ability to work as a team in a fast-paced environment.

your future duties and responsibilities

 operate various equipment for high-speed scanning, mail out, and metering of mail. prepare and mail envelopes with correct passport and corresponding supporting documents. box and archive files for storage purposes. interface with passport applicants at agency/center information and will-call counters:at the information station, ensure appointment is scheduled;review passport application, photograph, identification and supporting documentation for completeness prior to adjudication;ensure the application and documents comply with passport requirements, photograph meets passport standards, and customer is provided fee information. prior to distributing to applicants, print and review passport books for accuracy and quality. process refund/reimbursement requests. generate a credit card payment from the applicant and distribute completed batches to the cashier’s office. verify all completed transactions and run designated reports. assist with acceptance agent training: prepare training materials, conduct “meet-and- greets,” set-up training sessions, conduct office tours, etc. assist csm in maintaining and cataloging electronic records of passport acceptance facilities. contact applicants to request necessary documents. resolve undeliverable mail items by contacting the customer and appropriately documenting all actions taken in a sharepoint application. per the guidance of dos passport specialists, generate correspondence to resolve application discrepancies, including: return to sender (rts), rewrites and re-issues, and re-batch into the system.

required qualifications to be successful in this role

 bachelor’s degree four years of general office experience: follow a number of specific procedures in completing several clerical steps performed in a prescribed or slightly varied sequence, such as coding and filing documents in an extensive alphabetical file; simple posting to individual accounts; opening mail; running mail through metering machines; and calculating and posting charges to departmental accounts three years of experience utilizing a variety of office software, specifically microsoft office capable of performing tasks while maintaining a high level of accuracy ability to work in one place and traverse the office on a continuing basis must maintain constant awareness of all aspects of internal and external security ability to successfully complete the cgi background investigation to include: 50 state criminal, education and employment checks; additionally, your ability to successfully complete a credit and/or driving records check may be conducted if required by the contract for continued employment due to the nature of the government contract requirements and/or clearance requirements, us citizenship and an ability to obtain an mrpt clearance is required. selected candidates must be able to frequently lift and carry up to 45 lbs. this position may require long hours of standing, so candidates will be expected to stand and walk around the worksite for the entirety of their shift.

at cgi federal we call our professionals “members” to reinforce that all who join our team are owners and empowered to participate in the challenges and rewards that come from building a world-class company. cgi federal’s benefits include:

 eligibility to participate in an attractive share purchase plan (spp) in which the company matches dollar-for-dollar contributions made by eligible employees, up to a maximum, for their job category 401(k) plan and profit participation for eligible members paid time off (pto) 10 standard holidays health & welfare benefits as determined by your service contract act

hourly rate: $22.90/hour

*cgi is required by law in some jurisdictions to include a reasonable estimate of the compensation range for this role. the determination of this range includes various factors including but not limited to: skill set level; experience and training; and licensure and certifications.compensation decisions are dependent on the facts and circumstances of each case.*

 at cgi federal we call our professionals “members” to reinforce that all who join our team are owners and empowered to participate in the challenges and rewards that come from building a world-class company. cgi federal’s benefits include: eligibility to participate in an attractive share purchase plan (spp) in which the company matches dollar-for-dollar contributions made by eligible employees, up to a maximum, for their job category 401(k) plan and profit participation for eligible members paid time off (pto) 10 standard holidays health & welfare benefits as determined by your service contract act

#cgifederaljob

#passportus

#iaf

together, as owners, let’s turn meaningful insights into action.

life at cgi is rooted in ownership, teamwork, respect and belonging. here, you’ll reach your full potential because…

you are invited to be an owner from day 1 as we work together to bring our dream to life. that’s why we call ourselves cgi partners rather than employees. we benefit from our collective success and actively shape our company’s strategy and direction.

your work creates value. you’ll develop innovative solutions and build relationships with teammates and clients while accessing global capabilities to scale your ideas, embrace new opportunities, and benefit from expansive industry and technology expertise.

you’ll shape your career by joining a company built to grow and last. you’ll be supported by leaders who care about your health and well-being and provide you with opportunities to deepen your skills and broaden your horizons.

come join our team—one of the largest it and business consulting services firms in the world.

qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.

cgi provides reasonable accommodations to qualified individuals with disabilities. if you need an accommodation to apply for a job in the u.s., please email the cgi u.s. employment compliance mailbox at us_employment_compliance@cgi.com. you will need to reference the requisition number of the position in which you are interested. your message will be routed to the appropriate recruiter who will assist you. please note, this email address is only to be used for those individuals who need an accommodation to apply for a job. emails for any other reason or those that do not include a requisition number will not be returned.

we make it easy to translate military experience and skills! click here to be directed to our site that is dedicated to veterans and transitioning service members.

all cgi offers of employment in the u.s. are contingent upon the ability to successfully complete a background investigation. background investigation components can vary dependent upon specific assignment and/or level of us government security clearance held.

cgi will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with cgi’s legal duty to furnish information.","seattle, wa",1415.0,6.0,,full_time,98101,53033,Seattle,WA
3887709158,holiday inn club vacations,inbound vacation sales agent ($15-$17/hr + commission) starting 4/15/2024,"the inbound call transfer sales agent is a destination expert who will motivate intercontinental hotels group (ihg) guests to purchase reward benefit packages with holiday inn club vacations. this position receives highly qualified inbound leads of ihg guests interested in purchasing holiday inn club vacations packages
essential duties and tasks:sell vacation packages over the phone to qualifying guests.assist guests with questions about the vacation properties, packages, and procedures. determine eligibility of ihg guests per qualification standards.participate in ongoing professional sales training.
qualifications:sales experience preferredtimeshare or hospitality contact center sales experience a plusmust be flexible to work nights, weekends and select holidays outside of your scheduled shiftability to build rapport and overcome objections.ability to maintain required sales percentages per weekexcellent communication skillsproficient in basic pc knowledge","orlando, fl",49893.0,8.0,,full_time,32801,12095,Orlando,FL
3889717691,county of riverside,temporary health services assistant (indio and riverside),"about the position

the county of riverside temporary assignment program (tap) seeks b ilingual   spanish 

speaking onsite temporary health services assistants to provide support to the emergency management department in indio and riverside.

the incumbents in this position will be traveling a great deal by transporting possible covid-19 positive individuals to designated shelter sites and other locations. incumbents should have experience in the health industry, have knowledge of medical terminology, and the ability to analyze situations.

the incumbents in this position will be transporting individuals, in a county vehicle, with covid-19 or possible covid-19 to designated evacuation shelters during evacuation when disasters occur. other responsibilities consist of assisting with preparing emergency plans, ordering personal protective equipment, assisting with preparing for shelter deployment, and other duties as assigned.

this position will be required to wear personal protective equipment (ppe). the position will be working with numerous county partners throughout riverside county. may have to provide on-site covid-19 testing.

schedule: monday - friday 8 am - 5 pm, on-call and overtime will be required to work on weekends and some holidays. must be able to work a flexible schedule.

meet the team!  https://rivcoemd.org/

the temporary assignment program (tap) recruits and hires temporary employees for all county departments. tap assignments are a great way to learn about working for the county while working on a temporary, at-will basis.

tap benefits: https://rc-hr.com/benefits-temporary-employees

examples of essential duties

 establish effective lines of communication between the occupational health and wellness division and employees; provide basic information about health services, policies, and procedures to employees; provide information/ education of health programs to employees. assist professional staff in the occupational health and wellness division to teach and encourage development of good health habits and preventive care; teach health education classes to employees. provide health counseling to low-risk employees; screen for eligibility for participation in health programs; determine employee progress and determine whether recommendations regarding health are being followed. provide feedback, both verbally and in writing, to licensed professional staff regarding employee needs and responses to the occupational health and wellness division; obtain and evaluate specific information regarding health problems in order to provide guidance and instruction; conduct formal and informal information sessions covering good health practices and available health services. make referrals to health/social services resources and licensed professional staff; interview employees to gather basic health related information (e.g., health status, living conditions, diet, residency, mobility, parenting skills, healthcare needs, etc.). assist in developing health questionnaires, conducting surveys and recording appropriate case related information; assist in developing health information flyers and pamphlets. assist professional staff in arranging and conducting health education programs, demonstrations, and special health conferences for county employees. may perform routine clinical procedures; may obtain test results, but does not interpret results; may collect specimens (non-invasive); may perform simple laboratory and screening tests (e.g., dipstick urinalysis, occult blood, ovulation tests, pregnancy urine tests, sedimentation rates, hemoglobin including hemacue, glucose, hematocrit, etc.). may register employees using related computer information at time of appointment; may prepare employees for examination; may obtain medical history/chief complaint including allergies; take vital signs; may maintain employees charts and schedule appointments for clinic and field staff. perform routine clerical tasks (e.g., typing, personal computer, filing, answering phones, etc.); inventory supply needs and help obtain medical and office supplies.

minimum qualifications

education: possession of a high school diploma, g.e.d. equivalency, or high school proficiency certificate.

experience: one year of experience that included public contact in a public health, medical services, or social or human services agency. (education from an accredited college or university in public health, social or behavioral sciences, or closely related field may be substituted for the required experience on the basis of 9 semester or 12 quarter units of specified coursework for each year of the required experience).

knowledge of: basic needs and problems of employees; cultural and ethnic perceptions toward employee health programs; understanding the causes and treatment of employee health problems, and the problems facing the educationally and economically disadvantaged; basic patient care techniques.

ability to: understand social and cultural factors important to behavior patterns; communicate effectively, both orally and in writing; establish and maintain good relations with professional staff and employees; obtain and record accurate information and perform routine clinical procedures; follow and implement activities according to written standardized procedures; recognize situations out of the scope of a health services assistant - cn needing referral to professional staff; perform clerical tasks through the use of a personal computer, answering phones, filing, etc.

supplemental information

other requirements

license/certificate: possession of a valid california driver’s license is required.

reasonable accommodations

the county of riverside is committed to providing reasonable accommodation to applicants as required by the americans with disabilities act (ada) and fair employment and housing act (feha). if you are a qualified individual and need a reasonable accommodation to take this exam, contact the recruiter before taking the exam. for additional information and the accommodation form, visit the disability access office web page at: http://dao.rc-hr.com

veterans’ preference

the county has a veterans preference policy. upload a copy of your (or your spouse’s) member-4 form dd-214 (or ngb-22) indicating dates of service, and a copy of your spouse’s letter of disability (if applicable) with your application. for privacy reasons, it is recommended that you remove your social security information from the document(s). a human resources representative will review the materials and determine if you qualify for veterans’ preference. see the policy here ( download pdf reader ).

pre-employment

all employment offers are contingent upon successful completion of both a pre-employment physical exam, including a drug/alcohol test, and a criminal background investigation, which involves fingerprinting. (a felony or misdemeanor conviction may disqualify the applicant from county employment).

probationary period

as an approved local merit system, all county of riverside employees, except those serving ""at will,"" are subject to the probationary period provisions as specified in the applicable memorandum of understanding, county resolution, or salary ordinance. temporary and per diem employees serve at the pleasure of the agency/department head.

what's next?

this recruitment is open to all applicants.

application period

based on the number of applications received, this posting may close without notice.

applications received prior to the closing date will be considered based on the information submitted. changes or alterations cannot be accepted. all applicants must submit a complete application by the closing date of this recruitment. no late applications will be permitted.

include relevant work experience details on your resume and/or application.

applicants who fail to provide information demonstrating they possess the position requirements may not be considered further in the application process. a description of job duties directly copied from the job classification or job posting will not be considered.

for specific questions regarding this position, please contact: tracy felton at

tfelton@rivco.org.

general application information

please read and follow any special application instructions on this posting. click the 'apply' link located on this page to submit your application. for instructions on the application process, examinations, veteran's preference, pre-employment accommodation or other employment questions, please refer to our web site, www.rc-hr.com . a pre-employment physical examination and background check may be required.","riverside county, ca",163228.0,6.0,,temporary,92501,06065,Riverside,CA
3906254853,keybank,senior corporate real estate specialist (corporate real estate relationship manager),"location:

4900 tiedeman road - brooklyn, ohio 44144-2302

general summary and purpose:

this role is part of the corporate workplace strategy team in corporate real estate solutions. the relationship manager will support the bank as a dedicated advocate to lines of business for strategic real estate initiatives in the corporate office portfolio. they will prioritize workplace strategies that balance real estate objectives while empowering business units to achieve their goals.

essential job functions (responsibilities will include):

develop a thorough understanding of corporate real estate solutions (cres) and line of business (lob) goals, objectives, and functional needs.analyze workplace, cost, and risk metrics to facilitate sound cres decisions and provide a course of action for the desired outcome.create and implement short and long-term strategic plans, aligning lob and cres goals and objectives.develop & present business cases and recommendations for complex real estate initiatives to senior management.lead cross-functional teams to ensure budget, scope, timing and performance criteria are met by internal and external service providers.develop, maintain, and execute an ongoing communication strategy with lobs, cres, and internal/external stakeholders to ensure leadership and team members are properly informed regarding real estate strategies, projects or services which may impact its operations, people, and processes.drive cultural change by being a leader and facilitator of cres workplace strategies resulting in a best-in-class workplace.identify improvement opportunities and synergies with cross functional teams.facilitate conflict resolution with lobs, res and/or internal/external stakeholders.provide decision support to workplace strategy team through creation of metrics, tools, and reporting.assist workplace strategy team in development and implementation of processes and presentations.


core competencies and qualification:

functional experience in corporate real estate, space planning, construction project management, transactions, and/or facilities managementfunctional experience with financial analysisexcellent analytical skills; ability to persuade through disciplined use of data and leverage metrics to assess and solve problemsexceptional dexterity with presentation and spreadsheet toolsstrong relationship management skills; ability to develop a ""trusted advisor"" status across all levels of the organizationstrong communication (written and verbal) skills, including solid negotiation, presentation, and consultation skills with senior managementability to effectively prioritize and manage workload and manage multiple tasks concurrentlyability to make and drive critical decisions and influence cross functional teamsdemonstrated listening skillsability to travel when needed


key has implemented a role-based mobile by design approach to our employee workspaces, dedicating space to those whose roles require specific workspaces, while providing flexible options for roles which are less dependent on assigned workspaces and can be performed effectively in a mobile environment. as a result, this role may be mobile or home based, which means you may work either at a home office or in a key facility to perform your job duties.

compensation and benefits

this position is eligible to earn a base salary in the range of $70,000.00 to $115,000.00 annually depending on job-related factors such as level of experience. compensation for this role also includes eligibility for short-term incentive compensation and deferred incentive compensation subject to individual and company performance.

please click here for a list of benefits for which this position is eligible.

key has implemented a role-based mobile by design approach to our employee workspaces, dedicating space to those whose roles require specific workspaces, while providing flexible options for roles which are less dependent on assigned workspaces and can be performed effectively in a mobile environment. as a result, this role may be mobile or home-based, which means you may work primarily either at a home office or in a key facility to perform your job duties.

job posting expiration date: 04/27/2024

keycorp is an equal opportunity and affirmative action employer committed to building a diverse, equitable and inclusive culture. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other protected category.

qualified individuals with disabilities or disabled veterans who are unable or limited in their ability to apply on this site may request reasonable accommodations by emailing hr_compliance@keybank.com.","brooklyn, oh",3252.0,3.0,,full_time,45650,39001,Lynx,OH
3902756819,citi,vp-data quality lead analyst,"job id: 24741144

citi’s consumer business operates globally and offers retail banking, wealth management, and lending (credit cards, mortgages, etc.) products and services.

to deliver on citi’s mission to “provide financial services that enable growth and economic progress”, we must operate as a truly client-centric organization, driving a high tech, high touch experience for the full citi relationship across products, segments, and geography.

citi established its citi data governance policy (cdgp) to govern and manage data in compliance with regulatory expectations. it sets forth the minimum requirements for the implementation of a consistent and controlled approach to create and use data as a critical corporate asset. the policy also establishes a governance model for data management, governance and quality across citi. all citi employees, contractors, and personnel with responsibility for the ownership, production, and consumption of data must manage data in accordance with the cdgp.

this position is for data stewardship for the citi retail services (crs) cards and unsecured lending products in us personal banking under citi’s chief data office.

your goals as a data steward are to:

improve/promote data trustworthiness/usage across the enterprise.align with data domains and support data owners across data stewardship activities to ensure consistency in execution per citi’s data operating model (dom)

key responsibilities

develop/possess subject matter expertise on citi’s cdgp, data quality standards, metadata, and other data-related policies and standards.be proficient in the data concerns remediation management (dcrm) process to improve data quality, reduce risk, and ensure it is fit for intended purpose.manage the dcrm process end-to-end within the aligned business unit/product(s) and administer/maintain the data concerns in the enterprise-wide repository:determine validity of data concerns; conduct root-cause analysis (rca); solution planning; remediation execution management.prepare/gather dcrm required artifacts at each phase of the dcrm process and store in the data concerns repository.partner with business subject matter experts (smes), technology teams, data quality rules smes, and data owners to expedite the dcrm processunderstand the risks per citi risk policies and standards to appropriately assess/reduce the risks associated with data concerns.manage execution of data stewardship activities related to the dom (which include dcrm activities) for highly critical use case initiatives:understand data consumers’ data requirements (business scope, risks, data concerns, data quality rules) establish/maintain metadata (e.g. data catalogs, data lineage), data sources /ownership/certification, and understand data modeling and data lineage.identify/remediate data concerns per the dcrm process followed by adoption of the remediated data.identify/propose cdes while defining, standardizing, and documenting the metadata under each business domain.identify/define/implement data quality controls, where required.support efforts in process training, process improvements, change management, creation/enhancement of data governance-related procedures, user guides, business process maps etc..working experience in metrics & reporting, data tools, & capabilities (define/gather metrics, develop dashboards using tableau, excel, etc.).
strong candidates will demonstrate

excellent organizational skills and the ability to manage disparate tasks and ad hoc requests in a timely manner.excellent oral and written communications plus presentation skills and the ability to be articulate and persuasive.strong analytical, problem solving, and strategic thinking skills. the ability to synthesize, develop, and present clear and concise recommendations.should demonstrate commitment to quality and attention to detail. capable of prioritizing and multi-tasking in a rapidly changing, dynamic environment.ability to deal with imperfect information yet drive to successful conclusions.self-directed and motivated.works well under pressure to deliver within tight deadlines.proficiency in microsoft products: word, excel, power point, visio.

basic qualifications

bachelor’s degree required (finance, computer science, engineering, information systems, business, or equivalent) at least 5 years of combined experience in data governance and/or data management. at least 5 years of project or program management.

preferred qualifications

master’s degree (finance, computer science, engineering, information systems, business, or equivalent)at least 8 years of combined experience in data governance and/or data management. pmp or pgmp certificationworking knowledge of structured/unstructured databases, sql, agile methodology, and data governance/management toolsexperience in data management processes (data profiling, data mining, data modeling, data lineage & toolsets (e.g., collibra)).cards, retail banking/unsecured lending acumen previous experience with regulatory reportinginternal or external consulting experience

------------------------------------------------------

job family group: 

data governance

------------------------------------------------------

job family:

data quality & data quality analytics and reporting

------------------------------------------------------

time type:

------------------------------------------------------

primary location:

jacksonville florida united states

------------------------------------------------------

primary location full time salary range:

$113,840.00 - $170,760.00

in addition to salary, citi’s offerings may also include, for eligible employees, discretionary and formulaic incentive and retention awards. citi offers competitive employee benefits, including: medical, dental & vision coverage; 401(k); life, accident, and disability insurance; and wellness programs. citi also offers paid time off packages, including planned time off (vacation), unplanned time off (sick leave), and paid holidays. for additional information regarding citi employee benefits, please visit citibenefits.com. available offerings may vary by jurisdiction, job level, and date of hire.

------------------------------------------------------

anticipated posting close date:

apr 24, 2024

------------------------------------------------------

citi is an equal opportunity and affirmative action employer.

qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

citigroup inc. and its subsidiaries (""citi”) invite all qualified interested applicants to apply for career opportunities. if you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review accessibility at citi.

view the ""eeo is the law"" poster. view the eeo is the law supplement.

view the eeo policy statement.

view the pay transparency posting","jacksonville, fl",11448.0,28.0,,full_time,32099,12031,,FL
3901343676,behavior services & therapy,recreational therapist,"description: behavior services & therapy is seeking dedicated recreational therapists who are pursuing long term employment, which we believe allows for the best professional growth and peace of mind for your retirement plans, covered healthcare, and liability coverage while you are out in the community. with a supportive management team, the therapist can focus on providing the best quality therapy to clients with developmental and intellectual disabilities. the therapist will provide daily one-on-one treatment in the client’s home or in different community locations such as the zoo, local parks, or the gym. monthly group activities are also provided at the company’s office in downtown south bend. the therapist will administer leisure assessments, develop individualized treatment plans, and complete other state-required paperwork, as well as meet quarterly with the client’s support team to discuss goal progress. behavior services & therapy has one of the most positive work cultures in the field, while providing the best benefit packages in the area!
qualifications: certified by the national council for therapeutic recreation certification
requirements: applicants must be organized and able to maintain a personal calendar, monthly timesheets and paperwork. applicants must have reliable transportation. experience with intellectual developmental disabilities population is a plus
salary: billable hourly rate with benefits. contact us for more details!
benefits:student loan repayment assistancehealth insurancedental insurancevision insurance401(k), 401(k) matching, profit sharingflexible schedule10 paid holidays, including your birthdaynctrc annual fee assistanceprofessional development assistancetuition reimbursementcompany-issued laptop and cellphonemileage reimbursementbi-annual bonusesanniversary perks (company apparel, vacation packages)","south bend, in",84489499.0,5.0,,full_time,46601,18141,South Bend,IN
